customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
8872-['J' 'B' 'H' 'L' 'D'];Female;1;Yes;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);77,81;4741,68;Yes
3039-['H' 'W' 'V' 'W' 'M'];Female;1;No;Yes;55;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);82,71;4540,5;Yes
3238-['T' 'P' 'K' 'C' 'V'];Male;0;No;No;45;Yes;No;DSL;Yes;No;Yes;No;No;Yes;Two year;Yes;Bank transfer (automatic);72,23;3247,74;No
6687-['N' 'X' 'F' 'B' 'U'];Male;0;Yes;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);87,23;366,62;No
7466-['F' 'Z' 'W' 'F' 'F'];Female;0;No;No;70;Yes;No;DSL;No;No;No;Yes;No;No;Two year;No;Electronic check;119,01;8341,14;No
3865-['W' 'I' 'S' 'E' 'C'];Female;0;No;No;65;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;Yes;Electronic check;32,56;2131,33;No
7698-['J' 'X' 'H' 'N' 'P'];Female;0;No;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);42,64;937,17;No
9927-['Z' 'P' 'P' 'K' 'V'];Male;0;No;Yes;17;Yes;No;DSL;No;No;No;No internet service;Yes;No internet service;Month-to-month;Yes;Bank transfer (automatic);97,4;1663,15;No
6620-['I' 'V' 'U' 'B' 'W'];Female;0;No;No;61;Yes;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);26,72;1630,41;No
2244-['T' 'D' 'O' 'Y' 'D'];Female;0;Yes;No;27;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);118,54;3187,39;No
5614-['F' 'J' 'P' 'L' 'T'];Male;0;Yes;Yes;38;Yes;Yes;Fiber optic;Yes;No;No internet service;No;No internet service;No;Two year;No;Bank transfer (automatic);33,85;1282,11;Yes
7017-['K' 'C' 'N' 'D' 'C'];Male;0;Yes;No;40;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;77,04;3092,13;Yes
6389-['N' 'J' 'V' 'G' 'O'];Female;0;Yes;No;34;Yes;Yes;Fiber optic;No;No internet service;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);77,63;2625,81;Yes
1379-['F' 'F' 'R' 'F' 'E'];Female;0;Yes;No;71;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;76,47;5420,56;Yes
1179-['L' 'P' 'H' 'D' 'H'];Male;0;No;Yes;61;Yes;Yes;Fiber optic;No;No;No internet service;Yes;No;Yes;One year;Yes;Mailed check;81,27;4948,94;No
5443-['Z' 'F' 'N' 'B' 'E'];Female;0;No;Yes;64;Yes;No;DSL;No;No internet service;No;Yes;No;No;Month-to-month;No;Mailed check;81,88;5252,5;Yes
8641-['X' 'N' 'F' 'X' 'R'];Male;1;Yes;Yes;32;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;97,62;3121,54;No
3783-['Z' 'P' 'Z' 'M' 'G'];Female;1;Yes;Yes;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);84,95;2293,87;No
9923-['R' 'L' 'F' 'J' 'H'];Female;0;No;No;46;Yes;Yes;Fiber optic;No;No;No;No;No;No;Two year;Yes;Mailed check;24,56;1141,77;No
8030-['K' 'U' 'N' 'J' 'L'];Male;0;No;No;20;No;No phone service;Fiber optic;Yes;Yes;No internet service;No;No;Yes;Two year;No;Mailed check;68,83;1357,82;No
1005-['H' 'Q' 'Y' 'V' 'P'];Male;0;Yes;No;46;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;23,16;1050,37;No
7731-['T' 'B' 'O' 'W' 'U'];Female;0;Yes;Yes;64;Yes;No;DSL;No;Yes;Yes;No internet service;No;Yes;One year;Yes;Mailed check;89,95;5741,28;Yes
6768-['D' 'B' 'R' 'Y' 'I'];Male;0;Yes;No;26;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;108,74;2820,06;No
4736-['D' 'I' 'E' 'H' 'U'];Female;0;Yes;No;66;Yes;No;DSL;No;No;No internet service;No;No;Yes;Month-to-month;No;Credit card (automatic);49,51;3260,39;Yes
9604-['T' 'N' 'V' 'Q' 'L'];Male;0;Yes;Yes;39;Yes;Yes;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;25,75;1013,44;No
1900-['P' 'V' 'E' 'F' 'A'];Female;0;Yes;No;57;Yes;No;DSL;No;No internet service;No internet service;Yes;Yes;No;One year;Yes;Electronic check;42,08;2409,79;No
6503-['T' 'I' 'G' 'J' 'W'];Male;0;No;No;51;Yes;No;Fiber optic;No;No;No;No;Yes;No internet service;Two year;Yes;Bank transfer (automatic);34,42;1775,86;No
4823-['Y' 'A' 'Y' 'I' 'O'];Male;0;No;Yes;14;No;No phone service;Fiber optic;Yes;Yes;No;No;Yes;Yes;Two year;Yes;Electronic check;68,16;963,83;No
4328-['T' 'H' 'D' 'Q' 'Q'];Female;0;Yes;Yes;54;No;No phone service;Fiber optic;No internet service;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);56,13;3030,67;Yes
8852-['Y' 'O' 'I' 'T' 'A'];Female;1;Yes;No;6;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;117,76;703,31;No
7876-['M' 'B' 'B' 'P' 'D'];Female;0;Yes;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Electronic check;68,66;491,1;Yes
5787-['Z' 'Q' 'Y' 'B' 'C'];Male;0;No;Yes;24;Yes;Yes;DSL;Yes;No;No;No;No;No;One year;Yes;Mailed check;69,65;1679,55;Yes
2831-['B' 'G' 'D' 'Z' 'V'];Female;0;No;No;53;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);51,8;2741,59;No
3122-['E' 'S' 'F' 'Z' 'N'];Female;1;No;No;60;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;One year;Yes;Bank transfer (automatic);77,87;4669,23;No
4223-['U' 'W' 'Z' 'C' 'T'];Male;0;Yes;No;31;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;89,06;2729,47;No
8256-['C' 'V' 'S' 'P' 'U'];Male;1;Yes;Yes;46;Yes;Yes;Fiber optic;No;No;No;No;No;No;One year;Yes;Credit card (automatic);69,47;3183,07;No
1035-['W' 'M' 'A' 'R' 'O'];Male;1;Yes;No;20;Yes;No;Fiber optic;Yes;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);55,84;1114,26;No
7010-['V' 'U' 'T' 'U' 'C'];Female;0;No;No;64;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);21,05;1356,74;No
2016-['O' 'M' 'E' 'C' 'H'];Male;0;Yes;No;24;Yes;No phone service;DSL;No;No;No;Yes;No;No internet service;Month-to-month;Yes;Credit card (automatic);85,11;2040,23;No
3791-['M' 'J' 'O' 'Q' 'U'];Female;0;Yes;No;55;Yes;Yes;Fiber optic;No;Yes;No internet service;No;No;No;Month-to-month;Yes;Mailed check;106,15;5842,59;Yes
9306-['Y' 'I' 'A' 'D' 'L'];Male;0;No;No;50;Yes;No;DSL;No;No;No;Yes;No;No;Two year;No;Bank transfer (automatic);100,99;5058,75;Yes
8435-['U' 'J' 'E' 'E' 'P'];Female;0;No;No;52;Yes;Yes;Fiber optic;No internet service;No internet service;No;No;No;Yes;Month-to-month;No;Bank transfer (automatic);105,25;5474,03;No
8562-['I' 'B' 'F' 'Q' 'D'];Female;0;No;Yes;65;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);23,62;1529,57;No
7399-['U' 'N' 'A' 'H' 'L'];Male;0;No;No;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);49,72;1189,89;Yes
7931-['U' 'L' 'R' 'D' 'L'];Female;0;Yes;No;35;Yes;Yes;Fiber optic;No;No;No;No;No;No internet service;Month-to-month;Yes;Electronic check;105,31;3671,91;Yes
8696-['Y' 'N' 'Y' 'I' 'A'];Male;1;Yes;Yes;59;Yes;Yes;Fiber optic;No internet service;Yes;No;No;Yes;Yes;Two year;No;Credit card (automatic);46,62;2753,76;No
2608-['U' 'D' 'E' 'G' 'Y'];Male;0;Yes;Yes;72;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;85,51;6161,43;No
7728-['Z' 'F' 'L' 'O' 'H'];Male;0;Yes;No;28;Yes;Yes;DSL;No;No;No internet service;No internet service;No;No;Month-to-month;No;Bank transfer (automatic);113,82;3169,52;Yes
9065-['T' 'L' 'Y' 'J' 'Z'];Female;0;No;No;19;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;No;Credit card (automatic);26,44;494,79;No
1767-['L' 'K' 'T' 'K' 'L'];Male;0;No;No;13;Yes;No phone service;Fiber optic;No;No;No internet service;Yes;No;Yes;Month-to-month;Yes;Electronic check;42,13;543,65;Yes
7293-['F' 'Q' 'R' 'C' 'Y'];Male;0;Yes;No;65;Yes;No;Fiber optic;No;No;No;Yes;No internet service;Yes;Month-to-month;Yes;Bank transfer (automatic);39,19;2556,49;No
4377-['V' 'B' 'I' 'N' 'R'];Male;0;Yes;Yes;42;Yes;No;Fiber optic;No;No;No internet service;No;No internet service;Yes;Month-to-month;Yes;Bank transfer (automatic);114,66;4812,01;Yes
5794-['N' 'G' 'J' 'N' 'M'];Male;1;No;No;4;Yes;No;DSL;No;No;No;No;Yes;No;One year;No;Bank transfer (automatic);77,92;292,52;No
8387-['K' 'D' 'W' 'I' 'R'];Male;1;No;No;24;Yes;No;Fiber optic;No;No;No;No internet service;No;Yes;Month-to-month;Yes;Electronic check;75,55;1812,85;No
4231-['D' 'E' 'R' 'K' 'E'];Female;0;Yes;Yes;8;Yes;No phone service;DSL;No;Yes;No;Yes;No;No;One year;No;Credit card (automatic);51,94;408,68;No
2804-['T' 'M' 'I' 'N' 'C'];Female;0;No;Yes;45;Yes;No;Fiber optic;No;No;No;No internet service;Yes;Yes;Month-to-month;Yes;Electronic check;111,21;5023,05;Yes
3440-['A' 'T' 'K' 'Z' 'U'];Female;0;Yes;No;20;Yes;Yes;Fiber optic;Yes;Yes;No;No internet service;Yes;No;Month-to-month;Yes;Bank transfer (automatic);34,71;696,73;Yes
4529-['H' 'G' 'W' 'D' 'F'];Female;0;No;No;34;Yes;Yes;Fiber optic;No internet service;Yes;No;No;No;Yes;Two year;Yes;Electronic check;119,24;4047,35;No
5761-['S' 'O' 'U' 'D' 'T'];Female;0;No;No;72;Yes;Yes;DSL;No;No internet service;No;No;No;No;Month-to-month;No;Credit card (automatic);114,9;8276,86;Yes
8193-['X' 'V' 'J' 'B' 'I'];Male;0;Yes;Yes;35;Yes;Yes;DSL;No;No;No;No;Yes;No internet service;Month-to-month;No;Electronic check;41,69;1473,2;No
3576-['Z' 'V' 'M' 'Y' 'A'];Male;1;Yes;No;9;Yes;No;Fiber optic;No;No internet service;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);61,17;548,34;Yes
6172-['N' 'S' 'O' 'Z' 'P'];Male;0;No;No;12;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;No;Electronic check;85,77;1053,67;No
4793-['T' 'Y' 'L' 'X' 'U'];Female;0;No;No;56;No;No phone service;Fiber optic;No;Yes;No;Yes;No;No;Two year;Yes;Mailed check;87,38;4904,9;No
9776-['P' 'U' 'O' 'B' 'I'];Male;1;Yes;Yes;65;Yes;Yes;DSL;No;Yes;No;No internet service;No;No;Two year;No;Bank transfer (automatic);36,76;2397,65;Yes
5042-['F' 'G' 'S' 'K' 'I'];Male;0;Yes;Yes;59;Yes;No;Fiber optic;Yes;No internet service;No internet service;No;No;No;Month-to-month;No;Bank transfer (automatic);80,4;4736,08;No
4362-['F' 'O' 'J' 'J' 'N'];Female;0;No;No;54;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;No;Bank transfer (automatic);115,01;6213,01;No
7215-['R' 'Q' 'W' 'K' 'E'];Female;0;No;No;1;Yes;No;DSL;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;Yes;Mailed check;41,72;33,55;No
1447-['D' 'D' 'E' 'F' 'U'];Male;0;Yes;No;16;Yes;No;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);31,5;513,18;Yes
9697-['O' 'V' 'Q' 'O' 'T'];Female;0;No;Yes;40;Yes;Yes;Fiber optic;No;No internet service;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;105,1;4194,41;Yes
9707-['Z' 'Y' 'Z' 'P' 'X'];Male;0;No;Yes;49;Yes;No phone service;DSL;No;No;No internet service;No;No;No internet service;Month-to-month;Yes;Electronic check;58,29;2845,36;Yes
1082-['B' 'E' 'W' 'Z' 'G'];Male;0;No;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);83,85;2537,02;Yes
8662-['S' 'I' 'I' 'G' 'N'];Female;0;Yes;Yes;43;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);79,33;3422,9;No
1296-['H' 'O' 'S' 'P' 'G'];Female;0;Yes;No;6;No;No phone service;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;47,72;285,46;Yes
4944-['F' 'A' 'W' 'P' 'L'];Female;1;No;Yes;8;Yes;No;DSL;Yes;No;No;No internet service;Yes;No;One year;No;Bank transfer (automatic);30,01;237,71;No
8254-['J' 'Z' 'W' 'P' 'S'];Male;0;Yes;No;47;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;No;Electronic check;78,24;3686,77;No
5521-['V' 'U' 'H' 'H' 'N'];Male;0;No;No;36;No;No phone service;DSL;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Bank transfer (automatic);107,54;3876,13;No
3634-['Q' 'B' 'I' 'S' 'Y'];Female;0;No;No;71;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;22,18;1576,5;No
3552-['X' 'S' 'I' 'V' 'B'];Male;0;No;No;68;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;28,16;1904,27;No
4615-['T' 'N' 'V' 'P' 'F'];Male;0;Yes;No;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;44,33;2020,9;No
8634-['V' 'L' 'Y' 'K' 'C'];Female;0;Yes;Yes;32;Yes;No;DSL;No;No;No;No;Yes;No;One year;No;Bank transfer (automatic);103,09;3304,93;No
6738-['K' 'G' 'B' 'N' 'O'];Female;0;Yes;No;60;Yes;Yes;DSL;No;No;Yes;Yes;No;Yes;One year;No;Credit card (automatic);101,54;6082,12;Yes
3068-['V' 'C' 'V' 'Z' 'G'];Female;0;No;No;18;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);44,44;793,97;No
2736-['V' 'L' 'R' 'U' 'A'];Male;0;No;No;46;Yes;Yes;Fiber optic;Yes;No;No internet service;No;No;Yes;Month-to-month;Yes;Mailed check;79,38;3638,82;No
4303-['I' 'R' 'N' 'M' 'S'];Female;0;No;Yes;32;Yes;No;Fiber optic;Yes;Yes;No internet service;No internet service;No;No;Month-to-month;Yes;Electronic check;29,75;952,53;No
8662-['Q' 'H' 'K' 'A' 'J'];Male;0;No;No;27;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;117,96;3187,38;No
6474-['G' 'U' 'T' 'O' 'M'];Female;0;Yes;No;49;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);56,43;2752,5;No
3440-['D' 'U' 'W' 'C' 'S'];Female;0;Yes;Yes;17;Yes;No;DSL;Yes;No internet service;No internet service;No internet service;No;No;Month-to-month;Yes;Bank transfer (automatic);93,23;1581,13;Yes
7380-['L' 'E' 'X' 'L' 'N'];Male;1;Yes;No;27;Yes;Yes;Fiber optic;No;Yes;No;No internet service;No;No;Month-to-month;No;Mailed check;104,92;2831,09;No
4363-['Y' 'G' 'C' 'R' 'Z'];Female;1;No;No;69;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);65,24;4533,87;No
8778-['H' 'W' 'M' 'C' 'T'];Female;0;No;No;33;Yes;Yes;DSL;No;No;No internet service;Yes;No;No;Two year;Yes;Mailed check;105,04;3464,53;No
9893-['J' 'S' 'F' 'P' 'Q'];Female;0;No;No;4;Yes;Yes;DSL;No;Yes;No internet service;Yes;No;No;Two year;Yes;Mailed check;105,27;398,49;No
1998-['A' 'I' 'F' 'N' 'O'];Female;0;Yes;No;9;Yes;No;Fiber optic;No;No;No;No internet service;Yes;No;Month-to-month;No;Bank transfer (automatic);32,15;294,14;Yes
1700-['C' 'V' 'Y' 'R' 'B'];Female;1;Yes;No;5;Yes;No phone service;Fiber optic;Yes;No;No;Yes;No;No internet service;Two year;Yes;Credit card (automatic);111,24;553,11;No
7351-['Q' 'D' 'N' 'Q' 'J'];Female;0;Yes;No;38;Yes;No;DSL;No;No;Yes;No;No;Yes;Two year;Yes;Credit card (automatic);104,34;3961,66;No
8618-['A' 'C' 'V' 'Q' 'K'];Female;0;Yes;No;22;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;70,89;1574,92;Yes
6399-['P' 'O' 'I' 'K' 'F'];Male;0;Yes;No;7;Yes;Yes;DSL;No;No;Yes;No;No;No internet service;Two year;Yes;Credit card (automatic);112,05;777,87;Yes
9389-['N' 'W' 'K' 'N' 'C'];Female;1;Yes;No;20;No;No phone service;DSL;No;No;No;No internet service;No;Yes;Two year;Yes;Electronic check;50,1;1011,55;No
8182-['Z' 'K' 'V' 'T' 'E'];Female;1;Yes;No;18;Yes;No;DSL;No;Yes;No;No;No internet service;No;Month-to-month;Yes;Bank transfer (automatic);100,57;1797,89;No
4730-['O' 'X' 'Q' 'Y' 'W'];Male;1;Yes;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Two year;Yes;Credit card (automatic);84,29;605,59;No
2557-['P' 'D' 'H' 'F' 'Z'];Male;0;No;Yes;58;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;53,68;3130,54;No
3531-['W' 'Z' 'U' 'D' 'H'];Male;0;Yes;No;17;Yes;No;DSL;No;No;No;Yes;No;No;Two year;Yes;Credit card (automatic);66,94;1144,2;No
1699-['S' 'Q' 'H' 'P' 'S'];Male;0;Yes;Yes;1;Yes;No;DSL;No;Yes;No internet service;No;No;No;Month-to-month;No;Electronic check;95,09;97,43;No
7096-['G' 'Y' 'Q' 'N' 'O'];Male;0;Yes;No;22;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;90,9;2002,81;Yes
7055-['T' 'J' 'C' 'K' 'F'];Female;0;No;Yes;7;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;80,68;562,73;No
2613-['Z' 'G' 'U' 'D' 'M'];Male;0;No;No;36;No;No phone service;Fiber optic;No;No;Yes;Yes;Yes;No internet service;Month-to-month;No;Credit card (automatic);26,74;967,64;No
9109-['O' 'H' 'J' 'E' 'A'];Male;1;Yes;No;64;Yes;Yes;DSL;No;No;No;Yes;No;Yes;Month-to-month;Yes;Mailed check;55,35;3545,4;Yes
3067-['L' 'B' 'K' 'Y' 'S'];Female;1;Yes;No;32;Yes;No;DSL;No;No;Yes;Yes;No;No;Month-to-month;Yes;Credit card (automatic);62,47;1995,27;Yes
7075-['O' 'J' 'T' 'P' 'U'];Female;0;No;No;29;No;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;75,71;2186,13;Yes
8134-['K' 'O' 'L' 'V' 'L'];Female;0;Yes;Yes;50;Yes;Yes;DSL;No;No;No internet service;Yes;No;No;Two year;Yes;Bank transfer (automatic);29,22;1475,01;No
7454-['T' 'K' 'H' 'Q' 'P'];Male;0;No;No;40;Yes;Yes;Fiber optic;Yes;Yes;Yes;No internet service;No internet service;No;Month-to-month;Yes;Mailed check;81,58;3266;No
6070-['U' 'E' 'O' 'R' 'W'];Female;0;Yes;No;8;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;75,19;582,56;No
5237-['C' 'S' 'X' 'V' 'U'];Male;0;No;No;44;Yes;Yes;Fiber optic;Yes;No;No internet service;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69,45;3048,07;Yes
4882-['C' 'Z' 'H' 'Q' 'W'];Female;0;Yes;No;35;Yes;No phone service;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;22,14;773,75;Yes
9754-['G' 'P' 'X' 'W' 'W'];Male;1;No;Yes;38;Yes;No;DSL;No;No internet service;Yes;No internet service;Yes;No;Month-to-month;Yes;Credit card (automatic);106,68;4058,33;No
5528-['L' 'U' 'I' 'W' 'X'];Female;0;No;Yes;58;Yes;No;Fiber optic;No;Yes;No;No;Yes;No;Two year;Yes;Credit card (automatic);72,97;4227,05;No
1384-['Z' 'U' 'D' 'H' 'B'];Male;0;No;Yes;60;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;33,06;1982,85;Yes
4549-['F' 'X' 'I' 'V' 'C'];Female;0;No;Yes;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);32,29;67,09;No
4300-['L' 'B' 'M' 'U' 'U'];Male;0;Yes;No;2;Yes;No;DSL;No;No;No;No;No;Yes;Two year;Yes;Bank transfer (automatic);73,57;146,13;No
6127-['R' 'A' 'C' 'A' 'Q'];Male;0;No;Yes;62;Yes;Yes;DSL;Yes;Yes;No;No;No internet service;No;One year;No;Bank transfer (automatic);44,43;2762,16;No
5070-['X' 'H' 'T' 'R' 'P'];Female;0;No;No;58;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;79,54;4599,69;No
8220-['S' 'P' 'S' 'L' 'K'];Male;0;No;Yes;49;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Bank transfer (automatic);96,67;4732,98;No
3223-['M' 'D' 'G' 'D' 'N'];Female;0;No;No;66;Yes;Yes;DSL;No;No;No;No;No;Yes;One year;Yes;Credit card (automatic);29,47;1945,28;No
1419-['O' 'G' 'E' 'T' 'X'];Male;0;Yes;No;72;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);52,99;3806,6;No
3717-['B' 'F' 'V' 'I' 'O'];Female;0;No;No;58;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Bank transfer (automatic);91;5269,71;No
8652-['B' 'M' 'K' 'Q' 'M'];Female;0;Yes;No;39;Yes;Yes;Fiber optic;No internet service;No;Yes;No;No;Yes;One year;Yes;Mailed check;39,97;1549,5;No
2313-['M' 'O' 'S' 'N' 'S'];Male;0;Yes;Yes;11;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Bank transfer (automatic);91,13;995,85;Yes
3453-['U' 'U' 'O' 'F' 'X'];Female;0;Yes;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;110,5;1768,93;No
8422-['C' 'L' 'I' 'I' 'O'];Male;0;Yes;Yes;47;Yes;No;DSL;No;No;No internet service;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);89,56;4200,51;No
8157-['L' 'I' 'L' 'W' 'R'];Female;0;No;Yes;61;Yes;No;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);86,7;5281,2;No
2694-['Q' 'V' 'X' 'J' 'Z'];Female;1;No;No;14;Yes;No;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;83,65;1173,81;No
2284-['Y' 'O' 'A' 'F' 'Z'];Male;0;No;No;30;Yes;No;DSL;No;No;No internet service;Yes;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);93,97;2810,92;Yes
5485-['B' 'S' 'M' 'D' 'C'];Female;1;Yes;No;42;Yes;Yes;Fiber optic;No;Yes;Yes;No internet service;No;No internet service;Month-to-month;No;Bank transfer (automatic);92,35;3883,76;Yes
8655-['I' 'U' 'C' 'B' 'M'];Male;0;No;No;59;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Bank transfer (automatic);22,34;1323,24;Yes
3936-['W' 'V' 'G' 'M' 'I'];Male;0;No;No;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);90,18;5495,51;Yes
